Age,Job,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Sex_male,Housing_own,Housing_rent,Savings_moderate,Savings_no_inf,Savings_quite rich,Savings_rich,Risk_bad,Check_moderate,Check_no_inf,Check_rich,Age_cat_Young,Age_cat_Adult,Age_cat_Senior
35,1,7.257002707092073,10,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
26,2,8.165647925297504,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
26,2,7.56734567601324,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
42,3,9.026177120302856,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
27,2,7.1204443723924875,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
38,2,5.908082938168931,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
39,1,7.660114319173928,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,2,8.005033344637111,24,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
29,3,9.108750516214549,36,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
40,2,7.368339686311381,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
32,1,7.170888478512505,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
28,2,7.187657164114956,6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
27,2,8.046549357283078,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
42,2,8.61122983334262,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49,2,7.026426808699636,9,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
38,2,7.103322062526113,24,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
24,2,7.095893221097532,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,1,7.1770187659099,10,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
36,2,7.7664168980196555,15,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
34,3,8.83200393125627,15,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
28,2,7.253470382684528,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
45,3,9.058121158998672,39,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
26,2,6.63200177739563,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
32,3,8.452334619067742,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
26,2,7.8961806086154915,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
20,2,6.371611847231857,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54,2,7.720905251936779,24,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
37,2,6.411818267709897,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,1,7.215975002651466,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
23,2,8.871645667501872,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
43,2,7.0925737159746784,6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
36,2,6.551080335043404,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
44,2,8.613775289262481,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
24,2,8.06777619577889,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
53,2,8.870522545103873,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23,2,8.15708378502887,24,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26,1,7.014814351275545,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30,2,8.982937763741589,26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
31,2,7.3343293503005365,15,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
42,1,7.315218389752975,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
31,2,7.741533589281828,36,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
41,1,6.495265555937008,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32,2,7.728855823852543,36,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
28,2,7.875119281040293,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
41,2,7.315218389752975,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
26,2,7.1785454837637,24,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
25,2,8.040768994367578,24,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
33,2,7.7488913372555315,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
75,3,7.2254814727822945,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
37,2,8.192016914536875,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
42,3,8.95712413640568,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
45,1,8.022568946988255,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
23,2,7.335633981927201,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
60,2,7.616775808698373,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31,2,8.756210091886738,30,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
34,1,7.9599745280805365,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
61,1,7.134890851565884,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
43,2,7.195187320178709,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
37,2,7.611842399580417,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32,2,7.347299700743164,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
24,1,6.439350371100098,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35,2,9.089076284483143,48,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
23,2,6.903747257584598,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
45,1,7.4673710669175595,6,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
34,2,8.85352256068954,48,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
27,2,7.598399329323964,12,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
67,3,7.089243155027514,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,2,7.193685818395112,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
28,2,7.731053144007127,18,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
29,2,8.517793011488205,21,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
27,2,8.17526610411206,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
31,1,7.564238475170491,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
49,2,7.994294986415977,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24,1,7.343426229147367,24,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
29,2,6.52649485957079,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
37,2,9.424564261115739,36,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
37,3,8.457867725331422,24,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
23,2,7.347943823148687,24,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
36,2,7.22402480828583,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
34,2,7.8547691834991324,24,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
41,2,8.288785810426928,48,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
31,2,8.818482267274236,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
23,1,8.081475040137052,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38,2,8.691818541575723,30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
26,3,8.600246746551523,24,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
22,1,6.692083742506628,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,1,6.9865664594064265,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
24,2,7.933079771880415,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,2,7.982757702011113,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
33,2,7.563719668414366,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
27,2,7.944492163932159,36,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
27,1,6.842683282238422,24,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
30,2,6.962243464266207,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
49,1,8.046869510959576,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
26,2,7.23561914106675,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
33,1,7.776535028185241,36,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
52,3,7.665284718471351,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20,2,7.620214770574455,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36,2,7.937017489515454,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,1,7.161622002939187,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47,1,7.104144092987527,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
60,2,7.716906135298388,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
58,1,5.953243334287785,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42,2,7.583247524303362,24,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
36,1,7.360103972989152,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
20,1,7.907651594711089,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
40,3,7.213768308118642,24,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
32,1,6.836259277277067,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
23,2,7.273786317844895,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36,1,8.352554369474591,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
31,2,7.928406026180535,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
32,2,8.259199362666282,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
45,2,7.753194269884341,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,2,6.822197390620491,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
34,1,7.515889085215125,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
28,3,8.116417072794205,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
23,2,7.150701457592526,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,2,7.947325027016463,24,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
74,3,8.417593826193484,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
50,2,7.890208213109961,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
33,2,7.62608275807238,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
45,2,7.170119543449628,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
22,2,6.608000625296087,12,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
48,1,7.122866658599083,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
29,2,8.118802996980035,21,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22,2,8.197538739721184,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,2,7.4999765409521215,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
48,3,9.40951904583656,48,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
27,3,9.122273893107732,60,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
37,2,8.209580483475577,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,2,8.14351740579748,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
49,1,6.461468176353717,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
27,2,8.20303024171486,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
32,2,7.333023014386481,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
38,2,8.272315147956022,48,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
22,2,7.527255919373784,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,2,7.8632667240095735,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35,2,7.590346945602565,15,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
41,2,7.65728279297819,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
29,2,7.270312886079025,9,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
36,2,8.304494897963567,42,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
64,1,8.251142139090751,9,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
28,2,8.205218426395412,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,2,7.347943823148687,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
23,2,7.275172319452771,15,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
19,2,7.590852123688581,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
25,1,7.2115567333138015,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
47,2,7.239214973779806,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
28,2,7.226936018493289,24,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
21,2,9.658417870888224,60,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
34,2,7.30854279753919,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
26,2,8.382518288089635,42,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
27,0,6.620073206530356,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
38,1,7.176254532017144,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
40,3,8.438799123988225,15,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
33,2,7.523481312573497,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
32,3,7.539027055823995,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
27,2,8.984693690443855,36,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
32,2,8.430109084509125,30,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
26,2,7.234177179749849,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
38,2,6.853299093186078,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
40,1,6.52795791762255,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
50,3,8.919453168575453,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,7.561121589530238,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
45,2,7.741967899820685,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
42,3,8.997889450200717,36,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
35,2,7.76046702921342,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
22,2,8.287276755814599,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,6.78897174299217,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
37,2,9.232297539328226,48,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
28,2,8.347827345782498,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41,2,8.757940876678804,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
23,2,7.167809184316444,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23,2,6.802394763324311,12,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
50,2,7.714677473800927,21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
35,3,6.956545443151569,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
50,1,6.953684210870537,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
27,3,8.750524669117937,24,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
34,2,8.159374736775426,30,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
27,2,8.19118600464279,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
43,2,8.48528964240323,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
47,2,8.012018239159062,30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
27,1,8.328209491748732,24,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
31,2,8.655562860681009,36,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
42,3,9.246286498749653,60,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
24,2,7.640123172695364,6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
41,1,7.855544677915663,21,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
26,3,8.41847721847708,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
33,2,8.546751993657782,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
24,2,8.629628620746026,72,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
64,1,7.776535028185241,24,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26,2,7.2813856635702825,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
56,2,7.338238150065589,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37,2,7.731492029245684,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
33,2,7.298445101508147,15,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
47,2,8.537583881063972,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31,1,9.19593714166544,36,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
34,2,8.783702698635217,60,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
27,2,7.205635176410364,10,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
30,2,7.959275960116396,36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
35,2,7.920446505142607,9,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
31,2,8.202756381655638,12,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
25,2,6.882437470997847,15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25,1,7.875119281040293,15,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
29,2,7.971085753505607,24,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
44,1,8.458716261657262,6,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
28,2,7.7336835707759,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
50,2,7.119635638017636,6,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
29,2,7.005789019253503,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
38,0,6.8308742346461795,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
24,2,7.495541943884256,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
40,3,7.552237287560802,15,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
29,1,7.023758954738443,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
46,2,8.753213480544126,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
47,2,7.227662498728654,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
41,2,7.8252452914317745,30,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
32,2,7.8351837552667485,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35,2,8.579980179515003,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24,2,8.788745881938135,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
25,2,7.99598047476376,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
25,2,7.095064377287131,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37,1,7.658227526161352,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
32,3,6.444131256700441,18,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
35,2,7.088408778675395,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46,3,7.814399633804487,21,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
25,1,7.037027614686276,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27,3,9.54873932271967,60,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
63,2,8.935377071932177,30,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
40,2,8.031710375322042,30,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
32,3,7.316548177182976,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,2,8.054522609537294,24,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
31,2,8.723882104658486,20,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
34,3,7.198183577101943,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
24,2,6.07073772800249,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
24,1,7.113142108707088,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
66,1,6.672032945461067,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
21,2,7.851661177889265,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
41,1,5.521460917862246,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
47,1,7.182352111885263,15,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
25,2,7.540090320145325,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
59,2,8.766550149546351,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
36,2,7.150701457592526,24,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
33,2,8.764521909518802,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
21,1,7.594381242551817,24,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
44,1,6.633318433280377,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
28,2,7.864419904994565,24,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
